id,ucetni_rok,mesic,castka_hal,kategorie,popis_verejny,zdroj_id,obdobi_stav
518-2025-0117,2025,5,875100,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2025-0118,2025,5,12600,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0119,2025,5,65000,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2025-0120,2025,5,132000,Telekomunikace / IT,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2025-0121,2025,5,280099,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0122,2025,5,39400,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2025-0123,2025,5,124000,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2025-0124,2025,5,340000,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2025-0125,2025,5,210995,Voda/kanalizace (provoz),Vodovod – kalkulační výměr a výkazy,detail-518-2022-2025,uzavrene
518-2025-0126,2025,5,700000,Voda/kanalizace (provoz),Vodovod a kanalizace – poradenství,detail-518-2022-2025,uzavrene
518-2025-0127,2025,5,1510000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2025-0128,2025,5,2507900,Voda/kanalizace (provoz),"Vodovod – přípojky, navrtací pasy a opravy",detail-518-2022-2025,uzavrene
518-2025-0129,2025,5,2176600,Zámek (budova),Zámek – ostatní práce a materiál,detail-518-2022-2025,uzavrene
518-2025-0130,2025,6,160,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0131,2025,6,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0132,2025,6,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0133,2025,6,18000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0134,2025,6,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0135,2025,6,63200,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0136,2025,6,2722500,GDPR / pověřenec,GDPR – pověřenec pro ochranu osobních údajů,detail-518-2022-2025,uzavrene
518-2025-0137,2025,6,91100,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2025-0138,2025,6,530200,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0139,2025,6,12072082,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0140,2025,6,350100,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2025-0141,2025,6,517275,Ostatní,Obecní knihovna – provoz a knihovní systém,detail-518-2022-2025,uzavrene
518-2025-0142,2025,6,762400,Ostatní,Obecní les – těžba a manipulace se dřevem,detail-518-2022-2025,uzavrene
518-2025-0143,2025,6,1013400,Ostatní,"Obecní vozidla – provoz, pojištění a servis",detail-518-2022-2025,uzavrene
518-2025-0144,2025,6,5445000,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2025-0145,2025,6,229000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2025-0146,2025,6,688200,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2025-0147,2025,6,1875000,Správa / odborné služby,Služby BOZP,detail-518-2022-2025,uzavrene
518-2025-0148,2025,6,-132000,Telekomunikace / IT,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2025-0149,2025,6,65000,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2025-0150,2025,6,132000,Telekomunikace / IT,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2025-0151,2025,6,280099,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0152,2025,6,326336,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0153,2025,6,100000,Voda/kanalizace (provoz),Vodovod a kanalizace – ostatní,detail-518-2022-2025,uzavrene
518-2025-0154,2025,6,365000,Voda/kanalizace (provoz),Kanalizace – deratizace a kontrola,detail-518-2022-2025,uzavrene
518-2025-0155,2025,6,855000,Voda/kanalizace (provoz),Kanalizace – deratizace a kontrola,detail-518-2022-2025,uzavrene
518-2025-0156,2025,6,1060000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2025-0157,2025,6,1965207,Voda/kanalizace (provoz),Vodovod – laboratorní rozbory,detail-518-2022-2025,uzavrene
518-2025-0158,2025,6,43000,Zámek (budova),Zámek – ostatní práce a materiál,detail-518-2022-2025,uzavrene
518-2025-0159,2025,7,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0160,2025,7,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0161,2025,7,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0162,2025,7,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0163,2025,7,58600,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0164,2025,7,67400,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0165,2025,7,2722500,GDPR / pověřenec,GDPR – pověřenec pro ochranu osobních údajů,detail-518-2022-2025,uzavrene
518-2025-0166,2025,7,101800,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2025-0167,2025,7,135400,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2025-0168,2025,7,1441231,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0169,2025,7,4197490,Odpady (svoz),Bioodpad a kompostování,detail-518-2022-2025,uzavrene
518-2025-0170,2025,7,12778480,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0171,2025,7,56000,Ostatní,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2025-0172,2025,7,75680,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2025-0173,2025,7,266200,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2025-0174,2025,7,726000,Ostatní,Ostatní,detail-518-2022-2025,uzavrene
518-2025-0175,2025,7,820000,Ostatní,Daňový poradce,detail-518-2022-2025,uzavrene
518-2025-0176,2025,7,1329200,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2025-0177,2025,7,1500000,Ostatní,"Kulturní akce, propagace a přání",detail-518-2022-2025,uzavrene
518-2025-0178,2025,7,11733370,Ostatní,Základní škola – opravy a údržba,detail-518-2022-2025,uzavrene
518-2025-0179,2025,7,320000,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2025-0180,2025,7,6098400,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2025-0181,2025,7,2682812,Správa / odborné služby,Obecní knihovna – provoz a knihovní systém,detail-518-2022-2025,uzavrene
518-2025-0182,2025,7,12700,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0183,2025,7,65000,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2025-0184,2025,7,280099,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0185,2025,7,325777,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0186,2025,7,142200,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2025-0187,2025,7,610000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2025-0188,2025,7,30435893,ČOV / odpadní vody,ČOV – převzatá odpadní voda a čištění,detail-518-2022-2025,uzavrene
518-2025-0189,2025,8,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0190,2025,8,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0191,2025,8,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0192,2025,8,13800,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0193,2025,8,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0194,2025,8,63400,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0195,2025,8,423600,Odpady (svoz),Uložení odpadu na skládku,detail-518-2022-2025,uzavrene
518-2025-0196,2025,8,1338357,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0197,2025,8,12531240,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0198,2025,8,76000,Ostatní,Ostatní,detail-518-2022-2025,uzavrene
518-2025-0199,2025,8,125800,Ostatní,Obecní knihovna – provoz a knihovní systém,detail-518-2022-2025,uzavrene
518-2025-0200,2025,8,364200,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2025-0201,2025,8,370000,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2025-0202,2025,8,626000,Ostatní,"Obecní vozidla – provoz, pojištění a servis",detail-518-2022-2025,uzavrene
518-2025-0203,2025,8,250000,Správa / odborné služby,Dětské hřiště – revize herních prvků,detail-518-2022-2025,uzavrene
518-2025-0204,2025,8,1443258,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2025-0205,2025,8,65000,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2025-0206,2025,8,280099,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0207,2025,8,3900,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2025-0208,2025,8,326700,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2025-0209,2025,8,210995,Voda/kanalizace (provoz),Vodovod – kalkulační výměr a výkazy,detail-518-2022-2025,uzavrene
518-2025-0210,2025,8,660000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2025-0211,2025,8,740000,Voda/kanalizace (provoz),"Vodovod – přípojky, navrtací pasy a opravy",detail-518-2022-2025,uzavrene
518-2025-0212,2025,8,29753900,Zámek (budova),Zámek – lešení a pracovní plošina,detail-518-2022-2025,uzavrene
518-2025-0213,2025,9,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0214,2025,9,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0215,2025,9,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0216,2025,9,13800,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0217,2025,9,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0218,2025,9,69200,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0219,2025,9,2722500,GDPR / pověřenec,GDPR – pověřenec pro ochranu osobních údajů,detail-518-2022-2025,uzavrene
518-2025-0220,2025,9,2722500,GDPR / pověřenec,GDPR – pověřenec pro ochranu osobních údajů,detail-518-2022-2025,uzavrene
518-2025-0221,2025,9,125100,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2025-0222,2025,9,135500,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2025-0223,2025,9,330088,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0224,2025,9,448789,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0225,2025,9,601424,Odpady (svoz),Nebezpečný odpad,detail-518-2022-2025,uzavrene
518-2025-0226,2025,9,12072082,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0227,2025,9,196020,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2025-0228,2025,9,99000,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2025-0229,2025,9,5227200,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2025-0230,2025,9,5445000,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2025-0231,2025,9,535300,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2025-0232,2025,9,871200,Správa / odborné služby,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2025-0233,2025,9,65000,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2025-0234,2025,9,280099,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0235,2025,9,323018,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0236,2025,9,325777,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0237,2025,9,150000,Voda/kanalizace (provoz),Kanalizace – deratizace a kontrola,detail-518-2022-2025,uzavrene
518-2025-0238,2025,9,610000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2025-0239,2025,10,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0240,2025,10,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0241,2025,10,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0242,2025,10,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0243,2025,10,55800,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0244,2025,10,63800,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0245,2025,10,2722500,GDPR / pověřenec,GDPR – pověřenec pro ochranu osobních údajů,detail-518-2022-2025,uzavrene
518-2025-0246,2025,10,335896,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0247,2025,10,6444460,Odpady (svoz),Bioodpad a kompostování,detail-518-2022-2025,uzavrene
518-2025-0248,2025,10,12778480,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0249,2025,10,-30936600,Opravy/storna dokladů,Oprava / storno účetního dokladu,detail-518-2022-2025,uzavrene
518-2025-0250,2025,10,1,Opravy/storna dokladů,Oprava / storno účetního dokladu,detail-518-2022-2025,uzavrene
518-2025-0251,2025,10,8900,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2025-0252,2025,10,103094,Ostatní,Správní agenda a evidence,detail-518-2022-2025,uzavrene
518-2025-0253,2025,10,296450,Ostatní,Správní agenda a evidence,detail-518-2022-2025,uzavrene
518-2025-0254,2025,10,740000,Ostatní,Daňový poradce,detail-518-2022-2025,uzavrene
518-2025-0255,2025,10,1210000,Ostatní,Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0256,2025,10,31000,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2025-0257,2025,10,6098400,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2025-0258,2025,10,630700,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2025-0259,2025,10,938000,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2025-0260,2025,10,12700,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0261,2025,10,24336,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0262,2025,10,65000,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2025-0263,2025,10,280099,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0264,2025,10,404312,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0265,2025,10,640000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2025-0266,2025,10,5488000,Voda/kanalizace (provoz),Obecní zpravodaj – tisk,detail-518-2022-2025,uzavrene
518-2025-0267,2025,11,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0268,2025,11,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0269,2025,11,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0270,2025,11,10000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0271,2025,11,12400,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0272,2025,11,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0273,2025,11,67400,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0274,2025,11,62100,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2025-0275,2025,11,435237,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0276,2025,11,730840,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0277,2025,11,12072082,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0278,2025,11,8900,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2025-0279,2025,11,75680,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2025-0280,2025,11,314600,Ostatní,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2025-0281,2025,11,7600,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2025-0282,2025,11,5227200,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2025-0283,2025,11,204566,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0284,2025,11,359635,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0285,2025,11,1122900,Telekomunikace / IT,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2025-0286,2025,11,210995,Voda/kanalizace (provoz),Vodovod – laboratorní rozbory,detail-518-2022-2025,uzavrene
518-2025-0287,2025,11,2000000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2025-0288,2025,11,76500,Zámek (budova),Zámek – ostatní práce a materiál,detail-518-2022-2025,uzavrene
518-2025-0289,2025,11,25869800,Zámek (budova),Zámek – lešení a pracovní plošina,detail-518-2022-2025,uzavrene
518-2025-0290,2025,12,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0291,2025,12,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0292,2025,12,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0293,2025,12,12400,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0294,2025,12,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0295,2025,12,64400,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0296,2025,12,2722500,GDPR / pověřenec,GDPR – pověřenec pro ochranu osobních údajů,detail-518-2022-2025,uzavrene
518-2025-0297,2025,12,198700,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2025-0298,2025,12,259800,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2025-0299,2025,12,12072082,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0300,2025,12,12778480,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0301,2025,12,1796900,Ostatní,Hasiči (SDH) – vozidla a technika,detail-518-2022-2025,uzavrene
518-2025-0302,2025,12,102800,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2025-0303,2025,12,741000,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2025-0304,2025,12,12700,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0305,2025,12,127696,Telekomunikace / IT,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2025-0306,2025,12,140605,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0307,2025,12,197586,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0308,2025,12,391786,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0309,2025,12,392346,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0310,2025,12,47000,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2025-0311,2025,12,1573000,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2025-0312,2025,12,3982000,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2025-0313,2025,12,6000,Voda/kanalizace (provoz),Poštovné,detail-518-2022-2025,uzavrene
518-2025-0314,2025,12,600000,Voda/kanalizace (provoz),Vodovod a kanalizace – poradenství,detail-518-2022-2025,uzavrene
518-2025-0315,2025,12,994580,Voda/kanalizace (provoz),Vodovod – kalkulační výměr a výkazy,detail-518-2022-2025,uzavrene
518-2025-0316,2025,12,1680000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2025-0317,2025,12,2377000,Zámek (budova),"Hřbitov, kaple a pohřebnictví – údržba",detail-518-2022-2025,uzavrene
